frame,track_id,class_name,confidence,center_x,center_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2
771,1,marine mammal,0.587443470954895,129,-1241,-104.9,-1403.8,363.1,-1076.0
774,1,marine mammal,0.8860265612602234,124,-1242,-113.2,-1411.1,362.7,-1071.4
777,1,marine mammal,0.7855472564697266,125,-1243,-121.3,-1415.8,373.1,-1069.5
780,1,whale,0.3015405833721161,112,-1254,-125.9,-1420.7,351.3,-1086.4
789,1,marine mammal,0.34148961305618286,98,-1282,-138.2,-1440.7,335.4,-1121.9
792,1,marine mammal,0.4041580855846405,83,-1289,-147.9,-1444.1,315.8,-1131.3
795,1,marine mammal,0.40400397777557373,72,-1299,-156.3,-1450.3,301.1,-1146.9
801,1,whale,0.2660945951938629,67,-1297,-168.7,-1460.8,303.7,-1133.8
807,1,whale,0.5882556438446045,59,-1330,-178.4,-1476.5,298.7,-1182.9
810,1,whale,0.401685506105423,50,-1323,-191.7,-1476.3,292.6,-1168.5
813,1,whale,0.704727828502655,31,-1339,-190.3,-1486.6,253.6,-1190.5
816,1,whale,0.7325769066810608,16,-1344,-200.8,-1490.4,234.7,-1196.7
819,1,whale,0.7348818778991699,36,-1348,-201.2,-1498.7,274.4,-1196.9
822,1,marine mammal,0.5853157639503479,29,-1354,-205.2,-1504.3,263.4,-1202.9
825,1,marine mammal,0.5477924942970276,28,-1358,-207.4,-1510.8,264.7,-1204.3
828,1,marine mammal,0.6276131272315979,21,-1358,-216.7,-1515.6,259.7,-1197.9
831,1,whale,0.3999892473220825,-2,-1378,-222.6,-1522.0,220.2,-1231.6
834,1,whale,0.4630257189273834,-8,-1397,-217.9,-1531.9,203.0,-1262.4
837,1,whale,0.6720015406608582,2,-1390,-227.9,-1537.7,232.0,-1239.9
843,1,whale,0.5557311773300171,-11,-1396,-240.8,-1549.9,219.9,-1239.5
846,1,marine mammal,0.6625668406486511,-9,-1391,-244.7,-1557.5,226.8,-1222.8
849,1,whale,0.5147380828857422,-21,-1408,-247.8,-1566.0,205.0,-1250.9
852,1,whale,0.3468959629535675,-11,-1411,-250.8,-1574.0,230.1,-1246.4
855,1,marine mammal,0.386386901140213,-13,-1422,-253.7,-1580.2,228.0,-1263.7
858,1,whale,0.6263404488563538,-17,-1429,-259.1,-1589.0,226.9,-1267.4
861,1,whale,0.6725524663925171,-15,-1430,-255.2,-1595.9,226.2,-1264.0
864,1,marine mammal,0.6627225279808044,-18,-1444,-258.1,-1606.0,222.6,-1282.4
867,1,whale,0.6467559337615967,-19,-1447,-262.1,-1611.6,225.0,-1280.6
870,1,whale,0.38502052426338196,-25,-1456,-268.9,-1621.7,220.0,-1289.5
873,1,whale,0.41444283723831177,-29,-1467,-270.2,-1630.0,214.0,-1303.1
876,1,whale,0.5689073204994202,-31,-1474,-277.6,-1638.0,216.9,-1308.9
879,1,whale,0.3745098114013672,-39,-1479,-280.7,-1645.1,204.7,-1312.2
936,1,whale,0.42081478238105774,-125,-1544,-308.2,-1677.8,59.0,-1410.1
939,1,whale,0.2928510010242462,-118,-1543,-313.2,-1683.0,77.6,-1403.0
942,1,whale,0.4601024389266968,-123,-1548,-316.7,-1691.4,73.2,-1402.6
948,1,whale,0.3493708074092865,-89,-1538,-321.7,-1706.5,144.0,-1368.7
951,1,whale,0.653305172920227,-107,-1559,-328.6,-1711.6,115.0,-1404.7
954,1,whale,0.5059787631034851,-103,-1557,-336.9,-1722.0,132.8,-1392.2
957,1,whale,0.5961668491363525,-111,-1562,-346.4,-1729.5,126.4,-1393.9
960,1,whale,0.31012460589408875,-118,-1573,-355.0,-1743.3,120.1,-1402.8
963,1,whale,0.6349923610687256,-122,-1591,-360.7,-1762.8,119.0,-1416.8
966,1,whale,0.3969981074333191,-126,-1599,-367.5,-1777.0,114.7,-1420.5
969,1,marine mammal,0.688474178314209,-136,-1602,-380.7,-1778.7,109.1,-1424.0
972,1,whale,0.6480296850204468,-136,-1608,-384.8,-1787.9,114.0,-1427.7
975,1,whale,0.761722207069397,-140,-1609,-391.6,-1783.4,112.9,-1433.9
978,1,whale,0.5524729490280151,-137,-1610,-391.6,-1787.6,118.6,-1432.5
981,1,whale,0.6152862906455994,-149,-1624,-408.4,-1811.1,110.4,-1436.5
984,1,whale,0.5734710097312927,-146,-1629,-409.1,-1819.1,117.4,-1438.5
987,1,whale,0.47638651728630066,-149,-1631,-406.3,-1821.3,109.0,-1440.8
990,1,whale,0.650130033493042,-153,-1633,-415.4,-1812.7,109.9,-1451.6
993,1,whale,0.5356172323226929,-163,-1639,-424.2,-1829.0,99.8,-1448.5
996,1,whale,0.2229842096567154,-170,-1657,-433.2,-1855.8,94.5,-1457.5
999,1,whale,0.43540868163108826,-176,-1665,-441.7,-1865.6,92.1,-1463.1
1005,1,whale,0.3472045958042145,-173,-1645,-419.2,-1837.4,74.0,-1451.1
1008,1,whale,0.39782169461250305,-189,-1646,-432.5,-1853.3,55.1,-1438.9
1011,1,marine mammal,0.4848407506942749,-212,-1659,-430.0,-1851.7,6.0,-1465.0
1014,1,whale,0.4694001078605652,-197,-1677,-428.8,-1859.2,35.5,-1492.9
1017,1,whale,0.49787428975105286,-200,-1675,-439.6,-1866.0,41.4,-1482.1
1023,1,whale,0.27547886967658997,-208,-1680,-440.8,-1879.0,25.8,-1480.4
1026,1,whale,0.2785405218601227,-211,-1683,-449.0,-1882.3,28.3,-1483.2
1029,1,marine mammal,0.23261812329292297,-212,-1694,-454.0,-1883.4,31.1,-1502.9
1032,1,whale,0.3332868218421936,-206,-1701,-456.4,-1892.1,44.3,-1507.9
1038,1,whale,0.31356775760650635,-219,-1727,-465.1,-1911.9,29.6,-1541.2
1041,1,whale,0.2852995991706848,-211,-1730,-476.2,-1922.9,54.6,-1537.3
1068,1,whale,0.346077561378479,-257,-1784,-574.0,-2003.2,61.4,-1562.2
1176,1,marine mammal,0.4002339541912079,-254,-2451,-328.7,-2699.9,-178.4,-2201.9
1179,1,whale,0.2606852650642395,-256,-2503,-326.8,-2713.3,-182.9,-2290.7
1182,1,whale,0.48665672540664673,-258,-2465,-332.9,-2727.3,-182.9,-2202.4
1185,1,whale,0.2666102349758148,-255,-2500,-332.0,-2740.2,-177.7,-2258.3
1188,1,marine mammal,0.35054728388786316,-257,-2519,-327.4,-2754.8,-185.9,-2281.1
1191,1,marine mammal,0.5803278684616089,-254,-2524,-324.2,-2773.9,-182.3,-2272.7
1197,1,marine mammal,0.7760778069496155,-256,-2560,-327.6,-2801.3,-182.6,-2318.0
1203,1,marine mammal,0.6463913321495056,-260,-2590,-325.5,-2836.0,-192.9,-2344.2
1206,1,marine mammal,0.7751944065093994,-264,-2605,-334.1,-2850.0,-192.5,-2358.7
1209,1,marine mammal,0.8681676983833313,-264,-2613,-333.7,-2868.4,-192.8,-2357.9
1212,1,marine mammal,0.5920607447624207,-261,-2633,-335.6,-2885.0,-185.0,-2380.9
1215,1,marine mammal,0.6590026021003723,-264,-2645,-336.8,-2901.0,-191.7,-2388.2
1218,1,whale,0.49840283393859863,-263,-2666,-334.1,-2921.8,-190.0,-2409.2
1221,1,marine mammal,0.604822039604187,-267,-2679,-336.7,-2936.5,-196.6,-2420.6
1224,1,marine mammal,0.4732896685600281,-265,-2697,-339.2,-2955.6,-190.3,-2436.9
1227,1,marine mammal,0.3883889615535736,-264,-2717,-337.6,-2972.7,-188.7,-2459.8
1230,1,whale,0.2887999713420868,-265,-2743,-338.4,-2986.1,-189.7,-2498.4
1233,1,marine mammal,0.36687612533569336,-270,-2751,-344.2,-3007.7,-194.3,-2493.6
1236,1,marine mammal,0.5115595459938049,-270,-2763,-342.4,-3028.6,-197.6,-2496.9
1239,1,marine mammal,0.2751533091068268,-267,-2785,-339.0,-3043.7,-192.9,-2526.0
1242,1,whale,0.6010775566101074,-265,-2802,-336.9,-3059.9,-193.3,-2543.8
1245,1,marine mammal,0.4280925989151001,-268,-2806,-340.9,-3070.5,-194.9,-2541.2
1248,1,marine mammal,0.40169626474380493,-268,-2815,-342.2,-3076.7,-191.9,-2552.0
1251,1,marine mammal,0.44799089431762695,-260,-2831,-336.1,-3090.8,-182.7,-2570.2
1254,1,marine mammal,0.32758069038391113,-250,-2854,-325.4,-3107.0,-174.2,-2601.0
1257,1,marine mammal,0.2489524483680725,-241,-2862,-319.1,-3123.7,-162.1,-2599.4
1260,1,marine mammal,0.33323192596435547,-244,-2865,-317.3,-3128.2,-170.0,-2599.5
1263,1,marine mammal,0.6405284404754639,-242,-2874,-316.0,-3137.0,-165.8,-2610.1
1266,1,marine mammal,0.7773809432983398,-242,-2883,-326.8,-3147.8,-157.0,-2616.5
1272,1,whale,0.32498642802238464,-226,-2903,-297.9,-3158.8,-154.3,-2646.3
1275,1,marine mammal,0.9048147201538086,-227,-2909,-306.9,-3173.4,-145.9,-2642.7
1278,1,marine mammal,0.8692209720611572,-224,-2915,-301.3,-3178.1,-144.8,-2651.3
1281,1,marine mammal,0.6817139387130737,-230,-2927,-315.5,-3185.3,-141.9,-2667.8
1284,1,marine mammal,0.42357301712036133,-216,-2947,-307.5,-3201.6,-122.3,-2692.6
1287,1,marine mammal,0.6460095643997192,-214,-2958,-295.0,-3213.1,-133.3,-2703.5
1293,1,marine mammal,0.4614689350128174,-211,-2976,-294.1,-3234.6,-126.3,-2716.4
1296,1,whale,0.5868181586265564,-201,-2981,-271.9,-3247.1,-128.7,-2713.4
1299,1,marine mammal,0.8983243107795715,-193,-2987,-267.1,-3258.4,-118.9,-2713.3
1302,1,marine mammal,0.7429977655410767,-192,-2995,-270.5,-3261.5,-113.3,-2727.8
1305,1,marine mammal,0.650187075138092,-183,-3006,-262.6,-3268.7,-104.3,-2743.2
1308,1,marine mammal,0.7039183378219604,-176,-3025,-249.8,-3284.3,-100.9,-2764.9
1311,1,marine mammal,0.3825898766517639,-173,-3030,-245.3,-3288.1,-99.2,-2771.5
1317,1,marine mammal,0.7505281567573547,-169,-3053,-246.5,-3306.8,-91.1,-2798.9
1320,1,marine mammal,0.4594683349132538,-164,-3073,-245.4,-3316.3,-81.8,-2827.8
1323,1,marine mammal,0.5247107744216919,-162,-3099,-242.1,-3322.3,-80.9,-2873.9
1326,1,marine mammal,0.657633364200592,-162,-3089,-244.3,-3330.6,-78.9,-2846.5
1329,1,marine mammal,0.6840052008628845,-148,-3077,-225.8,-3341.6,-69.6,-2813.2
1335,1,marine mammal,0.8916107416152954,-143,-3116,-219.0,-3360.1,-65.9,-2870.1
1338,1,marine mammal,0.7315694093704224,-137,-3125,-211.3,-3380.6,-62.4,-2867.1
1341,1,marine mammal,0.8846144676208496,-136,-3139,-212.6,-3385.3,-57.5,-2892.6
1344,1,marine mammal,0.8996834754943848,-133,-3137,-214.9,-3399.9,-51.0,-2874.5
1347,1,marine mammal,0.5947517156600952,-126,-3157,-203.4,-3407.6,-49.1,-2906.0
1353,1,marine mammal,0.5359120965003967,-117,-3183,-190.3,-3421.8,-42.3,-2941.8
1356,1,marine mammal,0.351152628660202,-116,-3173,-196.6,-3424.6,-32.7,-2920.4
1359,1,marine mammal,0.27751198410987854,-107,-3187,-184.2,-3442.6,-28.0,-2929.0
1362,1,marine mammal,0.8300522565841675,-101,-3195,-173.8,-3453.7,-26.5,-2935.9
1365,1,marine mammal,0.7704178690910339,-105,-3195,-190.0,-3456.7,-19.6,-2933.9
1368,1,marine mammal,0.6851102113723755,-94,-3205,-170.3,-3469.5,-16.3,-2940.0
1371,1,marine mammal,0.7037782073020935,-89,-3216,-166.7,-3480.4,-10.0,-2949.3
1374,1,marine mammal,0.9165627956390381,-83,-3220,-163.6,-3481.8,-1.6,-2956.2
1377,1,marine mammal,0.7102229595184326,-74,-3226,-146.0,-3489.2,-2.6,-2961.8
1380,1,marine mammal,0.7358189225196838,-70,-3224,-145.3,-3486.6,6.9,-2960.0
1383,1,marine mammal,0.744256317615509,-64,-3243,-137.6,-3493.2,9.4,-2991.1
1386,1,marine mammal,0.7114438414573669,-60,-3240,-132.3,-3504.6,13.6,-2972.8
1389,1,marine mammal,0.7956165075302124,-52,-3243,-130.1,-3513.5,26.3,-2973.0
1395,1,marine mammal,0.46496230363845825,-44,-3269,-121.2,-3522.5,34.1,-3013.4
1401,1,marine mammal,0.6674299240112305,-29,-3269,-101.3,-3532.1,45.6,-3003.8
