frame,class_id,class_name,confidence,bbox
2460,5,marine mammal,0.46548521518707275,"[818.91162109375, 741.4254150390625, 932.3090209960938, 835.9818115234375]"
2460,0,whale,0.3556940257549286,"[818.2827758789062, 742.6248779296875, 932.2919311523438, 836.443359375]"
2460,4,dorsal fin,0.17739257216453552,"[820.33154296875, 742.1898803710938, 932.331298828125, 836.5536499023438]"
2460,5,marine mammal,0.060431934893131256,"[813.2943115234375, 740.3687133789062, 1011.5052490234375, 838.4022827148438]"
2490,5,marine mammal,0.46818482875823975,"[871.7583618164062, 805.0859985351562, 984.2325439453125, 859.2247924804688]"
2490,0,whale,0.44115331768989563,"[870.8404541015625, 804.8480224609375, 984.5879516601562, 858.5197143554688]"
2490,4,dorsal fin,0.3653115928173065,"[872.306396484375, 805.0579833984375, 984.262939453125, 859.260498046875]"
2490,4,dorsal fin,0.3195370137691498,"[871.44580078125, 749.4695434570312, 984.7254638671875, 858.8428344726562]"
2490,0,whale,0.242858424782753,"[870.7857055664062, 749.7901611328125, 984.7959594726562, 858.6267700195312]"
2490,5,marine mammal,0.22803443670272827,"[1024.9915771484375, 818.9520263671875, 1076.3218994140625, 857.485107421875]"
2490,5,marine mammal,0.14978940784931183,"[868.9227905273438, 748.4983520507812, 1079.2794189453125, 860.3514404296875]"
2520,0,whale,0.1018400490283966,"[915.8426513671875, 831.7022094726562, 1017.5518798828125, 878.1300659179688]"
2520,4,dorsal fin,0.07369580864906311,"[914.6698608398438, 832.4799194335938, 1018.0931396484375, 878.2291870117188]"
2520,5,marine mammal,0.0556507334113121,"[1040.92236328125, 841.8690185546875, 1174.1656494140625, 876.6685791015625]"
2520,5,marine mammal,0.05405795946717262,"[914.371826171875, 765.511962890625, 1018.1034545898438, 878.4052734375]"
2550,4,dorsal fin,0.07434791326522827,"[1003.2063598632812, 858.8109741210938, 1110.4881591796875, 888.9541625976562]"
2640,5,marine mammal,0.06516700983047485,"[1103.4609375, 911.40966796875, 1223.7513427734375, 950.1903076171875]"
